koi_id,Teff,Teff_err1,Teff_err2,logg,logg_err1,logg_err2,FeH,FeH_err1,FeH_err2
K02101,4229.00,84.00,-84.00,4.655,0.025,-0.020,-0.1200,0.1500,-0.1500
K02102,5303.00,193.00,-171.00,4.550,0.075,-0.075,-0.4000,0.3000,-0.3000
K02103,5579.00,75.00,-75.00,4.389,0.105,-0.105,0.1400,0.1500,-0.1500
K02104,6153.00,193.00,-236.00,4.382,0.087,-0.217,0.0200,0.2500,-0.3000
K02105,5985.00,72.00,-84.00,4.468,0.032,-0.128,-0.0400,0.1500,-0.1500
K02106,5806.00,157.00,-175.00,4.528,0.044,-0.187,-0.0400,0.2500,-0.3000
K02107,5325.00,79.00,-79.00,4.390,0.120,-0.080,0.1200,0.1500,-0.1500
K02108,6119.00,171.00,-214.00,4.353,0.108,-0.201,-0.1000,0.2500,-0.3000
K02109,6285.00,169.00,-206.00,4.441,0.056,-0.210,-0.1800,0.2500,-0.3000
K02110,6387.00,115.00,-140.00,4.271,0.066,-0.123,0.2000,0.1500,-0.2000
K02111,5463.00,82.00,-73.00,4.492,0.045,-0.098,0.1600,0.1500,-0.1500
K02113,5376.00,186.00,-186.00,4.576,0.034,-0.136,-0.0200,0.2500,-0.3000
K02114,4299.00,86.00,-86.00,4.604,0.033,-0.015,0.3800,0.1000,-0.1500
K02115,5332.00,106.00,-106.00,4.597,0.018,-0.077,-0.2200,0.1500,-0.1500
K02116,5907.00,80.00,-80.00,4.041,0.196,-0.084,0.1600,0.1500,-0.1500
K02117,4500.00,123.00,-137.00,4.638,0.018,-0.049,0.2800,0.1500,-0.3000
K02119,5132.00,84.00,-77.00,4.457,0.096,-0.036,0.1600,0.1500,-0.1500
K02120,5146.00,154.00,-138.00,4.445,0.100,-0.300,0.2000,0.2500,-0.2500
K02121,5362.00,80.00,-72.00,4.352,0.144,-0.108,0.1600,0.1500,-0.1000
K02122,5443.00,76.00,-87.00,3.740,0.255,-0.085,0.2600,0.1500,-0.1500
K02123,6036.00,162.00,-198.00,4.491,0.052,-0.208,-0.1600,0.3000,-0.3500
K02124,4132.00,83.00,-91.00,4.682,0.025,-0.022,-0.2000,0.1500,-0.1500
K02125,6244.00,169.00,-225.00,4.460,0.054,-0.216,-0.2000,0.2500,-0.3500
K02126,4818.00,173.00,-173.00,4.639,0.059,-0.036,-0.6800,0.3000,-0.3000
K02129,6142.00,147.00,-203.00,4.456,0.046,-0.184,0.0700,0.2500,-0.3000
K02130,3967.00,79.00,-79.00,4.674,0.032,-0.017,0.0600,0.1500,-0.1500
K02131,6643.00,161.00,-221.00,4.357,0.069,-0.173,-0.1000,0.2500,-0.3000
K02132,5390.00,80.00,-72.00,4.303,0.170,-0.155,0.2000,0.1500,-0.1500
K02133,4604.00,74.00,-54.00,2.936,0.013,-0.012,0.3000,0.1000,-0.1500
K02134,5852.00,70.00,-88.00,4.353,0.095,-0.116,0.1400,0.1500,-0.1500
K02135,6178.00,111.00,-135.00,4.269,0.125,-0.125,-0.0400,0.1500,-0.1500
K02137,5311.00,106.00,-106.00,4.532,0.055,-0.050,-0.1800,0.1500,-0.1500
K02138,9565.00,302.00,-416.00,4.088,0.171,-0.209,0.0700,0.1500,-0.6000
K02140,5730.00,153.00,-170.00,4.545,0.035,-0.184,-0.0600,0.3000,-0.3000
K02141,6102.00,171.00,-214.00,4.457,0.062,-0.200,0.0000,0.2500,-0.3500
K02143,5412.00,72.00,-80.00,4.562,0.017,-0.099,0.1400,0.1500,-0.1500
K02144,5432.00,159.00,-159.00,4.420,0.147,-0.273,-0.1600,0.3000,-0.2500
K02145,6057.00,189.00,-210.00,4.450,0.056,-0.224,-0.1000,0.2500,-0.3000
K02146,4983.00,150.00,-135.00,4.512,0.084,-0.052,0.0600,0.2500,-0.3000
K02147,5757.00,78.00,-86.00,4.431,0.054,-0.126,0.1400,0.1500,-0.1500
K02148,5711.00,101.00,-113.00,4.221,0.149,-0.122,0.4800,0.0500,-0.1500
K02149,6154.00,111.00,-124.00,4.120,0.168,-0.126,0.1400,0.1500,-0.1500
K02150,5942.00,176.00,-193.00,4.506,0.039,-0.208,-0.0600,0.2500,-0.3000
K02152,5520.00,74.00,-74.00,4.339,0.138,-0.103,0.1600,0.1500,-0.1500
K02153,6103.00,122.00,-134.00,4.202,0.149,-0.122,0.0200,0.1500,-0.1500
K02154,5831.00,157.00,-192.00,4.517,0.048,-0.204,0.0000,0.2500,-0.3000
K02155,5330.00,79.00,-79.00,4.366,0.132,-0.108,0.1800,0.1500,-0.1000
K02156,3731.00,74.00,-81.00,4.830,0.055,-0.055,-0.2800,0.1500,-0.1500
K02158,5343.00,85.00,-74.00,3.764,0.238,-0.102,0.0800,0.1500,-0.1500
K02159,5716.00,103.00,-114.00,4.343,0.115,-0.115,0.0400,0.1500,-0.1500
K02160,5795.00,78.00,-78.00,4.265,0.150,-0.112,0.1600,0.1500,-0.1500
K02162,5678.00,113.00,-102.00,4.409,0.132,-0.088,-0.4000,0.1500,-0.1500
K02163,6014.00,190.00,-211.00,4.436,0.072,-0.217,-0.0400,0.2500,-0.3000
K02164,5364.00,85.00,-75.00,4.394,0.114,-0.076,0.1400,0.1500,-0.1500
K02166,5480.00,73.00,-82.00,4.485,0.045,-0.105,0.2400,0.1500,-0.1500
K02167,5596.00,84.00,-75.00,4.105,0.203,-0.101,0.1400,0.1500,-0.1500
K02168,5859.00,79.00,-79.00,4.335,0.099,-0.110,0.1600,0.1500,-0.1500
K02169,5450.00,108.00,-108.00,4.563,0.017,-0.094,0.1000,0.1500,-0.1500
K02171,5761.00,78.00,-78.00,4.492,0.022,-0.120,0.1400,0.1500,-0.1500
K02172,5738.00,156.00,-173.00,4.426,0.101,-0.188,-0.0600,0.3000,-0.3000
K02173,4856.00,86.00,-106.00,4.624,0.012,-0.048,0.0000,0.1500,-0.1500
K02174,4245.00,85.00,-85.00,4.641,0.027,-0.020,0.0000,0.1500,-0.1500
K02175,5508.00,110.00,nan,3.897,0.195,-0.090,0.1000,0.1500,-0.1500
K02177,5052.00,75.00,-83.00,4.480,0.083,-0.028,0.1600,0.1500,-0.1500
K02179,3825.00,76.00,-84.00,4.749,0.028,-0.044,0.0700,0.1500,-0.1500
K02180,5420.00,73.00,-81.00,4.555,0.019,-0.097,0.1400,0.1500,-0.1500
K02181,5109.00,169.00,-138.00,3.960,0.616,-0.264,0.1000,0.2500,-0.2500
K02182,5477.00,182.00,-182.00,4.578,0.036,-0.144,-0.1600,0.3000,-0.3000
K02183,5569.00,75.00,-83.00,4.459,0.059,-0.110,0.1400,0.1500,-0.1500
K02184,4620.00,73.00,-82.00,4.564,0.052,-0.014,0.1200,0.1500,-0.1500
K02185,5878.00,157.00,-157.00,4.363,0.153,-0.187,-0.2400,0.3000,-0.3000
K02186,5062.00,194.00,-176.00,4.481,0.104,-0.095,0.1400,0.2500,-0.3000
K02188,6106.00,158.00,-184.00,4.496,0.048,-0.292,-0.3400,0.2800,-0.3000
K02189,5009.00,176.00,-176.00,4.515,0.080,-0.080,0.0000,0.3000,-0.2500
K02191,3867.00,77.00,-84.00,4.718,0.027,-0.033,0.1000,0.1500,-0.1500
K02193,4478.00,133.00,-133.00,4.615,0.052,-0.024,-0.2200,0.3000,-0.3000
K02194,5670.00,113.00,-102.00,4.387,0.138,-0.092,-0.3600,0.1500,-0.1500
K02195,6056.00,81.00,-90.00,4.332,0.080,-0.120,0.1600,0.1500,-0.1500
K02198,7121.00,199.00,-249.00,4.031,0.192,-0.128,-0.1200,0.2500,-0.3500
K02199,5311.00,175.00,-159.00,4.588,0.030,-0.112,-0.0400,0.3000,-0.3000
K02200,5431.00,81.00,-81.00,4.563,0.011,-0.088,0.1200,0.1500,-0.1500
K02202,5237.00,73.00,-84.00,4.500,0.048,-0.072,0.3000,0.1500,-0.1500
K02204,6455.00,175.00,-214.00,4.125,0.252,-0.168,-0.3600,0.2500,-0.3000
